sourcetitle-abbrev,citation_title,language,category,year
Environ. Sci. Pollut. Res.,life-history trait ten commercially important small indigenous fish specie (sifs) oxbow lake (southwestern bangladesh): key sound management,eng,EnvironmentalPolicyandGovernance,2022
PeerJ,irf7-deficient mdck cell based crispr/cas9 technology enhancing influenza virus replication improving vaccine production,eng,MedicalResearch,2022
PeerJ,irf7-deficient mdck cell based crispr/cas9 technology enhancing influenza virus replication improving vaccine production,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Mater. Today Commun.,gold nanoparticles-assisted sodium borohydride supported titania catalyst oxidative steam reforming methanol co oxidation,eng,MaterialsScience,2022
Mater. Today Commun.,gold nanoparticles-assisted sodium borohydride supported titania catalyst oxidative steam reforming methanol co oxidation,eng,ChemicalEngineering,2022
Mater. Today Commun.,gold nanoparticles-assisted sodium borohydride supported titania catalyst oxidative steam reforming methanol co oxidation,eng,Nanotechnology,2022
Phys Rev Lett,de sitter bubble anti-de sitter fluctuation,eng,Physics,2022
Liver Res.,clinical outcome yttrium-90 selective internal radiation therapy (y-90 sirt) unresectable hepatocellular carcinoma: experience tertiary care center,eng,MedicalResearch,2022
Liver Res.,clinical outcome yttrium-90 selective internal radiation therapy (y-90 sirt) unresectable hepatocellular carcinoma: experience tertiary care center,eng,HealthandWellness,2022
Front. Earth Sci.,"new insight paleoseismic history mae hong son fault, northern thailand",eng,EnvironmentalScience,2022
Front. Earth Sci.,"new insight paleoseismic history mae hong son fault, northern thailand",eng,Physics,2022
Front. Earth Sci.,"new insight paleoseismic history mae hong son fault, northern thailand",eng,EcologyandConservation,2022
BMC Pediatr.,sex-specific range ratio anogenital distance among thai full-term newborn,eng,MedicalResearch,2022
BMC Pediatr.,sex-specific range ratio anogenital distance among thai full-term newborn,eng,HealthandWellness,2022
Oral Dis.,validity responsiveness pain rating scale patient chronic oral mucosal disease,eng,MedicalResearch,2022
Oral Dis.,validity responsiveness pain rating scale patient chronic oral mucosal disease,eng,HealthandWellness,2022
Oral Dis.,validity responsiveness pain rating scale patient chronic oral mucosal disease,eng,"Biotechnology,BioengineeringandLifeSciences",2022
J. High Energy Phys.,search heavy resonance decaying pair lorentz-boosted higgs boson final state lepton bottom quark pair √s = 13 tev,eng,Physics,2022
Nutrients,"effect irvingia gabonensis extract metabolism, antioxidants, adipocytokines, telomere length, aerobic capacity overweight/obese individual",eng,"Biotechnology,BioengineeringandLifeSciences",2022
Nutrients,"effect irvingia gabonensis extract metabolism, antioxidants, adipocytokines, telomere length, aerobic capacity overweight/obese individual",eng,HealthandWellness,2022
Nutrients,"effect irvingia gabonensis extract metabolism, antioxidants, adipocytokines, telomere length, aerobic capacity overweight/obese individual",eng,MedicalResearch,2022
J. Mater. Res. Technol.,comparison intermetallic compound growth tensile behavior sn-3.0ag-0.5cu/cu solder joint conventional microwave hybrid heating,eng,MaterialsScience,2022
J. Mater. Res. Technol.,comparison intermetallic compound growth tensile behavior sn-3.0ag-0.5cu/cu solder joint conventional microwave hybrid heating,eng,ChemicalEngineering,2022
J. Mater. Res. Technol.,comparison intermetallic compound growth tensile behavior sn-3.0ag-0.5cu/cu solder joint conventional microwave hybrid heating,eng,ComputationalTechnologies,2022
Eur Polym J,zwitterionic nano-objects functionalizable hydrophobic core: formation via polymerization-induced self-assembly morphology,eng,Nanotechnology,2022
Eur Polym J,zwitterionic nano-objects functionalizable hydrophobic core: formation via polymerization-induced self-assembly morphology,eng,MaterialsScience,2022
Eur Polym J,zwitterionic nano-objects functionalizable hydrophobic core: formation via polymerization-induced self-assembly morphology,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Polym.,chitosan-coated bacterial cellulose (bc)/hydrolyzed collagen film ascorbic acid loading/releasing performance: utilization bc waste kombucha tea fermentation,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Polym.,chitosan-coated bacterial cellulose (bc)/hydrolyzed collagen film ascorbic acid loading/releasing performance: utilization bc waste kombucha tea fermentation,eng,MaterialsScience,2022
Polym.,chitosan-coated bacterial cellulose (bc)/hydrolyzed collagen film ascorbic acid loading/releasing performance: utilization bc waste kombucha tea fermentation,eng,FoodScience,2022
Polym.,chitosan-coated bacterial cellulose (bc)/hydrolyzed collagen film ascorbic acid loading/releasing performance: utilization bc waste kombucha tea fermentation,eng,ChemicalEngineering,2022
Energy Environ. Sci.,strategy regulating zn2+solvation structure dendrite-free side reaction-suppressed zinc-ion battery,eng,RenewableEnergy,2022
Energy Environ. Sci.,strategy regulating zn2+solvation structure dendrite-free side reaction-suppressed zinc-ion battery,eng,MaterialsScience,2022
Energy Environ. Sci.,strategy regulating zn2+solvation structure dendrite-free side reaction-suppressed zinc-ion battery,eng,ChemicalEngineering,2022
Mater. Sci. Forum,denture base pmma resin containing vanillin inhibits biofilm formation bacteria associated malodor,eng,MedicalResearch,2022
Mater. Sci. Forum,denture base pmma resin containing vanillin inhibits biofilm formation bacteria associated malodor,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Mater. Sci. Forum,denture base pmma resin containing vanillin inhibits biofilm formation bacteria associated malodor,eng,HealthandWellness,2022
J. Appl. Polym. Sci.,in-situ polymerization polyaniline pdadmac/pss complex membranes: effect polyelectrolyte stoichiometry,eng,MaterialsScience,2022
J. Appl. Polym. Sci.,in-situ polymerization polyaniline pdadmac/pss complex membranes: effect polyelectrolyte stoichiometry,eng,ChemicalEngineering,2022
J. Appl. Polym. Sci.,in-situ polymerization polyaniline pdadmac/pss complex membranes: effect polyelectrolyte stoichiometry,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Gels,quercetin/hydroxypropyl-β-cyclodextrin inclusion complex-loaded hydrogel accelerated wound healing,eng,MedicalResearch,2022
Gels,quercetin/hydroxypropyl-β-cyclodextrin inclusion complex-loaded hydrogel accelerated wound healing,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Gels,quercetin/hydroxypropyl-β-cyclodextrin inclusion complex-loaded hydrogel accelerated wound healing,eng,MaterialsScience,2022
Polym.,unfilled natural rubber compound containing bio-oil cured different curing systems: comparative study,eng,MaterialsScience,2022
Polym.,unfilled natural rubber compound containing bio-oil cured different curing systems: comparative study,eng,ChemicalEngineering,2022
Polym.,unfilled natural rubber compound containing bio-oil cured different curing systems: comparative study,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Front. Psychiatry,"aberration cross-talks among redox, nuclear factor-κb, wnt/β-catenin pathway signaling underpin myalgic encephalomyelitis chronic fatigue syndrome",eng,MedicalResearch,2022
Front. Psychiatry,"aberration cross-talks among redox, nuclear factor-κb, wnt/β-catenin pathway signaling underpin myalgic encephalomyelitis chronic fatigue syndrome",eng,HealthandWellness,2022
Front. Psychiatry,"aberration cross-talks among redox, nuclear factor-κb, wnt/β-catenin pathway signaling underpin myalgic encephalomyelitis chronic fatigue syndrome",eng,"Biotechnology,BioengineeringandLifeSciences",2022
Trop. Med. Infect. Dis.,malaria preventive practice among people residing different malaria-endemic setting township myanmar: mixed-methods study,eng,MedicalResearch,2022
Trop. Med. Infect. Dis.,malaria preventive practice among people residing different malaria-endemic setting township myanmar: mixed-methods study,eng,HealthandWellness,2022
Trop. Med. Infect. Dis.,malaria preventive practice among people residing different malaria-endemic setting township myanmar: mixed-methods study,eng,AgricultureandFoodScience,2022
Front. Endocrinol.,sexual dimorphism transcriptional functional glucocorticoid effect mouse skeletal muscle,eng,MedicalResearch,2022
Front. Endocrinol.,sexual dimorphism transcriptional functional glucocorticoid effect mouse skeletal muscle,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Front. Endocrinol.,sexual dimorphism transcriptional functional glucocorticoid effect mouse skeletal muscle,eng,HealthandWellness,2022
Sci. Rep.,non-canonical wnt signaling participates jagged1-induced osteo/odontogenic differentiation human dental pulp stem cell,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Sci. Rep.,non-canonical wnt signaling participates jagged1-induced osteo/odontogenic differentiation human dental pulp stem cell,eng,MedicalResearch,2022
Sci. Rep.,non-canonical wnt signaling participates jagged1-induced osteo/odontogenic differentiation human dental pulp stem cell,eng,MaterialsScience,2022
Sci. Rep.,non-canonical wnt signaling participates jagged1-induced osteo/odontogenic differentiation human dental pulp stem cell,eng,HealthandWellness,2022
Polym. Bull.,"mutual dispersion graphite–silica binary filler effect curing, mechanical, aging property natural rubber composite",eng,MaterialsScience,2022
Polym. Bull.,"mutual dispersion graphite–silica binary filler effect curing, mechanical, aging property natural rubber composite",eng,ChemicalEngineering,2022
J. Clean. Prod.,municipal solid waste sanitary open landfills: contrasting source microplastics fate respective treatment system,eng,EnvironmentalScience,2022
J. Clean. Prod.,municipal solid waste sanitary open landfills: contrasting source microplastics fate respective treatment system,eng,EnvironmentalPolicyandGovernance,2022
J. Clean. Prod.,municipal solid waste sanitary open landfills: contrasting source microplastics fate respective treatment system,eng,EcologyandConservation,2022
J. Clean. Prod.,municipal solid waste sanitary open landfills: contrasting source microplastics fate respective treatment system,eng,MaterialsScience,2022
J. Clean. Prod.,municipal solid waste sanitary open landfills: contrasting source microplastics fate respective treatment system,eng,ChemicalEngineering,2022
Chem. Eng. J.,"new insight evaluation secondary amine/n-butanol biphasic solution co2 capture: equilibrium solubility, phase separation behavior, absorption rate, desorption rate, energy consumption ion specie",eng,ChemicalEngineering,2022
Chem. Eng. J.,"new insight evaluation secondary amine/n-butanol biphasic solution co2 capture: equilibrium solubility, phase separation behavior, absorption rate, desorption rate, energy consumption ion specie",eng,RenewableEnergy,2022
Chem. Eng. J.,"new insight evaluation secondary amine/n-butanol biphasic solution co2 capture: equilibrium solubility, phase separation behavior, absorption rate, desorption rate, energy consumption ion specie",eng,EnvironmentalScience,2022
Clin. Exp. Dermatol.,acute urticaria alone coronavac covid-19 vaccination contraindication revaccination,eng,MedicalResearch,2022
Clin. Exp. Dermatol.,acute urticaria alone coronavac covid-19 vaccination contraindication revaccination,eng,HealthandWellness,2022
Clin. Exp. Dermatol.,acute urticaria alone coronavac covid-19 vaccination contraindication revaccination,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Mater. Sci. Energy. Technol.,simple energy efficient sol-gel combustion production strontium orthosilicate biomedical study,eng,MaterialsScience,2022
Mater. Sci. Energy. Technol.,simple energy efficient sol-gel combustion production strontium orthosilicate biomedical study,eng,MedicalResearch,2022
Mater. Sci. Energy. Technol.,simple energy efficient sol-gel combustion production strontium orthosilicate biomedical study,eng,"Biotechnology,BioengineeringandLifeSciences",2022
J. Infect.,monkeypox virus productively infects human induced pluripotent stem cell-derived astrocyte neural progenitor cell,eng,MedicalResearch,2022
J. Infect.,monkeypox virus productively infects human induced pluripotent stem cell-derived astrocyte neural progenitor cell,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Agric. Nat. Resour.,development mangosteen peel ash heterogeneous catalyst palm oil-derived fatty acid methyl ester production,eng,RenewableEnergy,2022
Agric. Nat. Resour.,development mangosteen peel ash heterogeneous catalyst palm oil-derived fatty acid methyl ester production,eng,ChemicalEngineering,2022
Agric. Nat. Resour.,development mangosteen peel ash heterogeneous catalyst palm oil-derived fatty acid methyl ester production,eng,AgriculturalandFoodScience,2022
Agric. Nat. Resour.,development mangosteen peel ash heterogeneous catalyst palm oil-derived fatty acid methyl ester production,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Reprod. Domest. Anim.,aberrant level dna methylation h3k9 acetylation testicular cell crossbred cattle–yak showing infertility,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Reprod. Domest. Anim.,aberrant level dna methylation h3k9 acetylation testicular cell crossbred cattle–yak showing infertility,eng,MedicalResearch,2022
Reprod. Domest. Anim.,aberrant level dna methylation h3k9 acetylation testicular cell crossbred cattle–yak showing infertility,eng,AgricultureandFoodScience,2022
Emerg. Sci. J.,mediating effect knowledge integration relationship capability innovative behaviour,eng,EducationandSocialSciences,2022
"Int. Conf. Signal Image Process., ICSIP",semi-automatic pfu counting method double thresholding two-stage segmentation,eng,MedicalResearch,2022
"Int. Conf. Signal Image Process., ICSIP",semi-automatic pfu counting method double thresholding two-stage segmentation,eng,"Biotechnology,BioengineeringandLifeSciences",2022
"Int. Conf. Signal Image Process., ICSIP",semi-automatic pfu counting method double thresholding two-stage segmentation,eng,ComputationalTechnologies,2022
Clim. Chang. Impact on Groundw. Resour.: Hum. Health Risk Assess. in Arid and Semi-Arid Reg.,evaluation groundwater quality drinking purpose using wqi ewqi semi-arid region india,eng,EnvironmentalScience,2022
Clim. Chang. Impact on Groundw. Resour.: Hum. Health Risk Assess. in Arid and Semi-Arid Reg.,evaluation groundwater quality drinking purpose using wqi ewqi semi-arid region india,eng,ComputationalTechnologies,2022
Clim. Chang. Impact on Groundw. Resour.: Hum. Health Risk Assess. in Arid and Semi-Arid Reg.,evaluation groundwater quality drinking purpose using wqi ewqi semi-arid region india,eng,EnvironmentalPolicyandGovernance,2022
Clim. Chang. Impact on Groundw. Resour.: Hum. Health Risk Assess. in Arid and Semi-Arid Reg.,evaluation groundwater quality drinking purpose using wqi ewqi semi-arid region india,eng,AgricultureandFoodScience,2022
Acta Trop.,anti-leishmania activity artesunate combination effect amphotericin b leishmania (mundinia) martiniquensis vitro,eng,MedicalResearch,2022
Acta Trop.,anti-leishmania activity artesunate combination effect amphotericin b leishmania (mundinia) martiniquensis vitro,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Acta Trop.,anti-leishmania activity artesunate combination effect amphotericin b leishmania (mundinia) martiniquensis vitro,eng,HealthandWellness,2022
Clin. Oral Implants Res.,"influence interproximal peri-implant tissue prosthesis contour food impaction, tissue health patients' quality life",eng,MedicalResearch,2022
Clin. Oral Implants Res.,"influence interproximal peri-implant tissue prosthesis contour food impaction, tissue health patients' quality life",eng,HealthandWellness,2022
Clin. Oral Implants Res.,"influence interproximal peri-implant tissue prosthesis contour food impaction, tissue health patients' quality life",eng,"Biotechnology,BioengineeringandLifeSciences",2022
In Vivo,standardized thunbergia laurifolia extract inhibits pm2.5-induced oxidative stress regulating p62–keap1–nrf2 signaling pathway,eng,MedicalResearch,2022
In Vivo,standardized thunbergia laurifolia extract inhibits pm2.5-induced oxidative stress regulating p62–keap1–nrf2 signaling pathway,eng,HealthandWellness,2022
In Vivo,standardized thunbergia laurifolia extract inhibits pm2.5-induced oxidative stress regulating p62–keap1–nrf2 signaling pathway,eng,EnvironmentalScience,2022
In Vivo,standardized thunbergia laurifolia extract inhibits pm2.5-induced oxidative stress regulating p62–keap1–nrf2 signaling pathway,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Fetal Pediatr. Pathol.,combined placental maternal floor infarction cytomegalovirus placentitis: case report,eng,MedicalResearch,2022
Fetal Pediatr. Pathol.,combined placental maternal floor infarction cytomegalovirus placentitis: case report,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Fetal Pediatr. Pathol.,combined placental maternal floor infarction cytomegalovirus placentitis: case report,eng,HealthandWellness,2022
ACS Omega,difference deterioration behavior cu/zno/al2o3catalysts different cu content toward hydrogenation co co2,eng,ChemicalEngineering,2022
ACS Omega,difference deterioration behavior cu/zno/al2o3catalysts different cu content toward hydrogenation co co2,eng,MaterialsScience,2022
ACS Omega,difference deterioration behavior cu/zno/al2o3catalysts different cu content toward hydrogenation co co2,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Asian Pac. J. Trop. Med.,sars-cov-2 variants: continuing threat global health,eng,MedicalResearch,2022
Asian Pac. J. Trop. Med.,sars-cov-2 variants: continuing threat global health,eng,HealthandWellness,2022
J. Metals Mater. Minerals,effect double intercritical annealing microstructure mechanical property 0.107c-2.39mn-0.453si dual phase steel,eng,MaterialsScience,2022
J. Metals Mater. Minerals,effect double intercritical annealing microstructure mechanical property 0.107c-2.39mn-0.453si dual phase steel,eng,ChemicalEngineering,2022
J. Metals Mater. Minerals,effect double intercritical annealing microstructure mechanical property 0.107c-2.39mn-0.453si dual phase steel,eng,Physics,2022
Eur. J. Dent.,surface roughness hardness cad/cam ceramic material polishing multipurpose polishing kit: vitro study,eng,MedicalResearch,2022
Eur. J. Dent.,surface roughness hardness cad/cam ceramic material polishing multipurpose polishing kit: vitro study,eng,MaterialsScience,2022
Eur. J. Dent.,surface roughness hardness cad/cam ceramic material polishing multipurpose polishing kit: vitro study,eng,HealthandWellness,2022
Phy. Rev. D,holographic rg flow symplectic deformation n=4 gauged supergravity,eng,Physics,2022
Phy. Rev. D,holographic rg flow symplectic deformation n=4 gauged supergravity,eng,ComputationalTechnologies,2022
Sci. Rep.,theoretical study metal-free catalytic catalyzing co-oxidation synergistic effect p n co-doped graphene,eng,MaterialsScience,2022
Sci. Rep.,theoretical study metal-free catalytic catalyzing co-oxidation synergistic effect p n co-doped graphene,eng,ChemicalEngineering,2022
Sci. Rep.,theoretical study metal-free catalytic catalyzing co-oxidation synergistic effect p n co-doped graphene,eng,ComputationalTechnologies,2022
Sci. Rep.,theoretical study metal-free catalytic catalyzing co-oxidation synergistic effect p n co-doped graphene,eng,Physics,2022
Heliyon,effect delayed distal radius fracture fixation difficulty surgical operation,eng,MedicalResearch,2022
Heliyon,effect delayed distal radius fracture fixation difficulty surgical operation,eng,HealthandWellness,2022
J. Med. Assoc. Thailand,interpretation pitfall immunohistochemistry primary liver carcinoma: retrospective analysis liver biopsy specimen,eng,MedicalResearch,2022
J. Clin. Med.,movement disorder induced sars-cov-2 infection: protocol scoping review,eng,MedicalResearch,2022
J. Clin. Med.,movement disorder induced sars-cov-2 infection: protocol scoping review,eng,HealthandWellness,2022
Parkinsonism Relat. Disord.,vibratory plantar pressure stimulation: step improve freezing gait parkinson's disease,eng,MedicalResearch,2022
Parkinsonism Relat. Disord.,vibratory plantar pressure stimulation: step improve freezing gait parkinson's disease,eng,HealthandWellness,2022
Mach.,clover robot: minimally actuated jumping robotic platform,eng,ComputationalTechnologies,2022
Mach.,clover robot: minimally actuated jumping robotic platform,eng,Physics,2022
Mach.,clover robot: minimally actuated jumping robotic platform,eng,EngineeringandRobotics,2022
Nat. Hazards,"determination rainfall data direct runoff prediction monsoon region: case study upper yom basin, thailand",eng,EnvironmentalScience,2022
Nat. Hazards,"determination rainfall data direct runoff prediction monsoon region: case study upper yom basin, thailand",eng,EcologyandConservation,2022
Nat. Hazards,"determination rainfall data direct runoff prediction monsoon region: case study upper yom basin, thailand",eng,AgricultureandFoodScience,2022
PLoS ONE,cell-penetrating peptide containing progesterone receptor polyproline domain inhibits egf signaling cell proliferation lung cancer cell,eng,MedicalResearch,2022
PLoS ONE,cell-penetrating peptide containing progesterone receptor polyproline domain inhibits egf signaling cell proliferation lung cancer cell,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Vaccines,immunogenicity fractional dose mrna bnt162b2 covid-19 vaccine primary series booster vaccination among healthy adolescent,eng,MedicalResearch,2022
Vaccines,immunogenicity fractional dose mrna bnt162b2 covid-19 vaccine primary series booster vaccination among healthy adolescent,eng,HealthandWellness,2022
Vaccines,immunogenicity fractional dose mrna bnt162b2 covid-19 vaccine primary series booster vaccination among healthy adolescent,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Thai J. Vet. Med.,effect chronic melatonin administration pregnancy rate dairy cow submitted fixed-time ai protocol summer winter season,eng,AgricultureandFoodScience,2022
Thai J. Vet. Med.,effect chronic melatonin administration pregnancy rate dairy cow submitted fixed-time ai protocol summer winter season,eng,HealthandWellness,2022
Thai J. Vet. Med.,effect chronic melatonin administration pregnancy rate dairy cow submitted fixed-time ai protocol summer winter season,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Environ. Pollut.,plant growth-promoting actinobacterial inoculant assisted phytoremediation increase cadmium uptake sorghum bicolor drought heat stress,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Environ. Pollut.,plant growth-promoting actinobacterial inoculant assisted phytoremediation increase cadmium uptake sorghum bicolor drought heat stress,eng,AgricultureandFoodScience,2022
Environ. Pollut.,plant growth-promoting actinobacterial inoculant assisted phytoremediation increase cadmium uptake sorghum bicolor drought heat stress,eng,EnvironmentalScience,2022
Environ. Pollut.,plant growth-promoting actinobacterial inoculant assisted phytoremediation increase cadmium uptake sorghum bicolor drought heat stress,eng,EcologyandConservation,2022
Routledge Handb. of Theravāda Buddhism,canons: authoritative text theravaṃsa,eng,EducationandSocialSciences,2022
"Int. Jt. Conf. Comput. Sci. Softw. Eng., JCSSE",tokenization-based data augmentation text classification,eng,ComputationalTechnologies,2022
"Int. Jt. Conf. Comput. Sci. Softw. Eng., JCSSE",tokenization-based data augmentation text classification,eng,EducationandSocialSciences,2022
J. Indones. Trop. Anim. Agric.,seasonal effect performance pig reared backyard pig farm thailand: retrospective study,eng,AgricultureandFoodScience,2022
J. Indones. Trop. Anim. Agric.,seasonal effect performance pig reared backyard pig farm thailand: retrospective study,eng,HealthandWellness,2022
J. Indones. Trop. Anim. Agric.,seasonal effect performance pig reared backyard pig farm thailand: retrospective study,eng,ComputationalTechnologies,2022
Adm. Sci.,"takeover threat stifle promote managerial effort innovate? evidence takeover vulnerability, text-based measure innovation",eng,EducationandSocialSciences,2022
Adm. Sci.,"takeover threat stifle promote managerial effort innovate? evidence takeover vulnerability, text-based measure innovation",eng,RenewableEnergy,2022
Adm. Sci.,"takeover threat stifle promote managerial effort innovate? evidence takeover vulnerability, text-based measure innovation",eng,EnvironmentalScience,2022
"Int. Conf. Electr. Mach. Syst., ICEMS",fast maximum-power-point-tracking photovoltaic system based p-v2characteristic curve stability analysis,eng,RenewableEnergy,2022
"Int. Conf. Electr. Mach. Syst., ICEMS",fast maximum-power-point-tracking photovoltaic system based p-v2characteristic curve stability analysis,eng,ComputationalTechnologies,2022
"Int. Conf. Electr. Mach. Syst., ICEMS",fast maximum-power-point-tracking photovoltaic system based p-v2characteristic curve stability analysis,eng,Physics,2022
World J. Orthop.,use similar perioperative protocol patient undergoing unilateral bilateral one-stage total knee arthroplasty?,eng,MedicalResearch,2022
World J. Orthop.,use similar perioperative protocol patient undergoing unilateral bilateral one-stage total knee arthroplasty?,eng,HealthandWellness,2022
IEEE Trans Power Electron,true nulls-free magnetoinductive waveguide using alternate coupling polarity batteryless dynamic wireless power transfer application,eng,ComputationalTechnologies,2022
IEEE Trans Power Electron,true nulls-free magnetoinductive waveguide using alternate coupling polarity batteryless dynamic wireless power transfer application,eng,MaterialsScience,2022
IEEE Trans Power Electron,true nulls-free magnetoinductive waveguide using alternate coupling polarity batteryless dynamic wireless power transfer application,eng,Physics,2022
J. Gynecol. Oncol.,factor predicting postoperative morbidity cytoreductive surgery ovarian cancer: systematic review meta-analysis,eng,MedicalResearch,2022
J. Gynecol. Oncol.,factor predicting postoperative morbidity cytoreductive surgery ovarian cancer: systematic review meta-analysis,eng,HealthandWellness,2022
J. Gynecol. Oncol.,factor predicting postoperative morbidity cytoreductive surgery ovarian cancer: systematic review meta-analysis,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Clin. Exp. Med.,"immune-inflammatory, coagulation, adhesion, imaging biomarkers combined machine learning model improve prediction death 1 year ischemic stroke",eng,MedicalResearch,2022
Clin. Exp. Med.,"immune-inflammatory, coagulation, adhesion, imaging biomarkers combined machine learning model improve prediction death 1 year ischemic stroke",eng,HealthandWellness,2022
Clin. Exp. Med.,"immune-inflammatory, coagulation, adhesion, imaging biomarkers combined machine learning model improve prediction death 1 year ischemic stroke",eng,"Biotechnology,BioengineeringandLifeSciences",2022
Water,"climatic hydrological factor affecting assessment flood hazard resilience using modified undrr indicators: ayutthaya, thailand",eng,EnvironmentalScience,2022
Water,"climatic hydrological factor affecting assessment flood hazard resilience using modified undrr indicators: ayutthaya, thailand",eng,EnvironmentalPolicyandGovernance,2022
Water,"climatic hydrological factor affecting assessment flood hazard resilience using modified undrr indicators: ayutthaya, thailand",eng,EcologyandConservation,2022
Buildings,electricity consumption higher education building thailand covid-19 pandemic,eng,RenewableEnergy,2022
Buildings,electricity consumption higher education building thailand covid-19 pandemic,eng,EnvironmentalScience,2022
Buildings,electricity consumption higher education building thailand covid-19 pandemic,eng,EducationandSocialSciences,2022
Biosci. Biotechnol. Biochem.,change physiological response oscam1-1 overexpression transgenic rice dehydration stress,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Biosci. Biotechnol. Biochem.,change physiological response oscam1-1 overexpression transgenic rice dehydration stress,eng,AgricultureandFoodScience,2022
Biosci. Biotechnol. Biochem.,change physiological response oscam1-1 overexpression transgenic rice dehydration stress,eng,HealthandWellness,2022
Biosci. Biotechnol. Biochem.,change physiological response oscam1-1 overexpression transgenic rice dehydration stress,eng,EcologyandConservation,2022
